Question Concept_id,Type (Question/Answer),emr_concept_id,Mapped CIEL Concept (in KenyaEMR),amrs_concept_id,AMRS CIEL Mapping,,,,,,,,,,,,,,,,,,,,
160593,Family history list,160593,160593,7074,160593,,,,,,,,,,,,,,,,,,,,
160750,Name of Member,160750,160750,7069,160750,,,,,,,,,,,,,,,,,,,,
160617,Age ,160617,160617,11729,160617,,,,,,,,,,,,,,,,,,,,
1732,Duration units,1732,1732,10604,1732,I do  not understand how this will be used in this form. ,,,,,,,,,,,,,,,,,,,
1732,Years,1734,1734,8787,1734,,,,,,,,,,,,,,,,,,,,
1732,Months,1074,1074,1074,1074,,,,,,,,,,,,,,,,,,,,
1560,Relation,1560,1560,1675,1560,,,,,,,,,,,,,,,,,,,,
1560,Mother,970,970,970,970,,,,,,,,,,,,,,,,,,,,
1560,Father,971,971,971,971,,,,,,,,,,,,,,,,,,,,
1560,Sibling,972,972,972,972,,,,,,,,,,,,,,,,,,,,
1560,Child ,1528,1528,1565,1528,,,,,,,,,,,,,,,,,,,,
1560,Spouse,5617,5617,5617,5617,,,,,,,,,,,,,,,,,,,,
1560,Partner ,163565,163565,10479,163565,,,,,,,,,,,,,,,,,,,,
1560,Co wife,162221,162221,7246,162221,,,,,,,,,,,,,,,,,,,,
1729,HIV status ,1729,1729,"7014, 6709",1729,Wrong concept used here. used 6709 waiting for palladium to update on their part. ,,,,,,,,,,,,,,,,,,,
1729,Positive,703,703,703,703,,,,,,,,,,,,,,,,,,,,
1729,Negative,664,664,664,664,,,,,,,,,,,,,,,,,,,,
1729,Exposed infant,1405,1405,1405,1405,,,,,,,,,,,,,,,,,,,,
1729,Unknown,10789,10789,10789,10789,,,,,,,,,,,,,,,,,,,,
159811,In care,159811,159811,6152,159811,,,,,,,,,,,,,,,,,,,,
159811,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
159811,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
159811,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
162053,CCC number,162053,162053,9775,162053,,,,,,,,,,,,,,,,,,,,
