concept_id,Type (Question/Answer),emr_concept_id,Mapped CIEL Concept (in KenyaEMR),amrs_concept_id,AMRS CIEL Mapping,Notes
1729,Screening questions,1729,1729,7014,1729,This has been modeled differntly in kenya EMR form. ,,,,,,,,,,,,,,,,,,,
159800,Cough of any duration,159799,159799,6171,159799,,,,,,,,,,,,,,,,,,,,
159800,Fever,1494,1494,6173,1494,,,,,,,,,,,,,,,,,,,,
159800,Noticeable weight loss or poor weight gain,832,832,832,832,,,,,,,,,,,,,,,,,,,,
159800,Night sweats,133027,133027,6029,133027,,,,,,,,,,,,,,,,,,,,
159800,Contact with a TB Case,124068,124068,7444,124068,,,,,,,,,,,,,,,,,,,,
159800,"Lethergy, less playful than usual",116334,116334,5949,116334,,,,,,,,,,,,,,,,,,,,
1271,Tests Ordered,1271,1271,1271,1271,,,,,,,,,,,,,,,,,,,,
1271,Sputum Smear,307,307,307,307,,,,,,,,,,,,,,,,,,,,
1271,Chest Xray,12,12,12,12,,,,,,,,,,,,,,,,,,,,
1271,GeneXpert,162202,162202,10761,162202,,,,,,,,,,,,,,,,,,,,
307,Sputum Smear,307,307,307,307,,,,,,,,,,,,,,,,,,,,
307,Positive,703,703,703,703,,,,,,,,,,,,,,,,,,,,
307,Negative,664,664,664,664,,,,,,,,,,,,,,,,,,,,
12,Chest X-ray,12,12,12,12,,,,,,,,,,,,,,,,,,,,
12,Normal,1115,1115,1115,1115,,,,,,,,,,,,,,,,,,,,
12,Abnormal chest xray,152526,152526,10765,152526,,,,,,,,,,,,,,,,,,,,
1272,Referral,1272,1272,1272,1272,,,,,,,,,,,,,,,,,,,,
1272,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
1272,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
162202,GeneXpert,162202,162202,10761,162202,,,,,,,,,,,,,,,,,,,,
162202,Negative,664,664,664,664,,,,,,,,,,,,,,,,,,,,
162202,MTB detected with rifampin resistance,162203,162203,10762,162203,,,,,,,,,,,,,,,,,,,,
162202,MTB detected without rifampin resistance,162204,162204,10763,162204,,,,,,,,,,,,,,,,,,,,
162202,Mycobacterium tuberculosis detected with indeterminate rifampin resistance,164104,164104,10764,164104,,,,,,,,,,,,,,,,,,,,
162202,Invalid ,163611,163611,10766,163611,,,,,,,,,,,,,,,,,,,,
162202,Indeterminate,1138,1138,1138,1138,,,,,,,,,,,,,,,,,,,,
163752,Clinical diagnosis,163752,163752,2028,163752,,,,,,,,,,,,,,,,,,,,
163752,Positive,703,703,703,703,,,,,,,,,,,,,,,,,,,,
163752,Negative,664,664,664,664,,,,,,,,,,,,,,,,,,,,
163414,Invitation of contacts,163414,163414,10676,163414,,,,,,,,,,,,,,,,,,,,
163414,Positive,703,703,703,703,,,,,,,,,,,,,,,,,,,,
163414,Negative,664,664,664,664,,,,,,,,,,,,,,,,,,,,
162275,Evaluated for IPT,162275,162275,7502,162275,,,,,,,,,,,,,,,,,,,,
162275,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
162275,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1659,Resulting TB Status,1659,1659,8292,1659,,,,,,,,,,,,,,,,,,,,
1659,No TB Signs,1660,1660,10678,1660,,,,,,,,,,,,,,,,,,,,
1659,Presumed TB,142177,142177,6971,142177,,,,,,,,,,,,,,,,,,,,
1659,TB Confirmed,1662,1662,10767,1662,,,,,,,,,,,,,,,,,,,,
1659,TB Screening Not Done,160737,160737,6621,160737,,,,,,,,,,,,,,,,,,,,
162309,Start Anti-TBs,162309,162309,10677,162309,,,,,,,,,,,,,,,,,,,,
162309,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
162309,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1113,TB Rx date,1113,1113,1113,1113,,,,,,,,,,,,,,,,,,,,
1111,TB Tx,1111,1111,1111,1111,,,,,,,,,,,,,,,,,,,,
,Isoniazid Preventive Therapy (IPT) Client Workup,,,,,,,,,,,,,,,,,,,,,,,,
162311,Yellow Urine,162311,162311,8601,162311,,,,,,,,,,,,,,,,,,,,
162311,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
162311,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
132652,Numbness/ burning sensation on the hands or feet,132652,132652,1480,132652,,,,,,,,,,,,,,,,,,,,
132652,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
132652,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
5192,Yellowness of eyes,5192,5192,5192,5192,,,,,,,,,,,,,,,,,,,,
5192,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
5192,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
124994,Tenderness in the upper right quadrant of the abdomen,,124994,9028,124994,,,,,,,,,,,,,,,,,,,,
124994,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
124994,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
Autocomplete,IPT Due Date,,,,,,,,,,,,,,,,,,,,,,,,
Autocomplete,Date collected IPT,,,,,,,,,,,,,,,,,,,,,,,,
onmousedown,Hepatotoxity?,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
onmousedown,Peripheral Neuropathy ,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
onmousedown,Does the patient have Rash?,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
onmousedown,Adherence Measurement,,,,,,,,,,,,,,,,,,,,,,,,
,Good ,159405,159405,6343,159405,,,,,,,,,,,,,,,,,,,,
,Fair,159406,159406,6655,159406,,,,,,,,,,,,,,,,,,,,
,Poor,159407,159407,6656,159407,,,,,,,,,,,,,,,,,,,,
